Dataset,Board,Sensor,Kepco_Current_A,Resistance_Ohms,Magnetic_Field_T
Peters Board,Board3,I,0.7,69679.55,18.2821
Peters Board,Board3,I,0.725,69642.41,18.9363
Peters Board,Board3,I,0.75,69605.02,19.5625
Peters Board,Board3,I,0.775,69568.09,20.2246
Peters Board,Board3,I,0.8,69533.02,20.8762
Peters Board,Board3,I,0.825,69494.5,21.5121
Peters Board,Board3,I,0.85,69459.13,22.1666
Peters Board,Board3,I,0.875,69421.44,22.8137
Peters Board,Board3,I,0.9,69384.54,23.4639
Peters Board,Board3,I,0.925,69347.61,24.1192
Peters Board,Board3,I,0.95,69311.73,24.7582
Peters Board,Board3,I,0.975,69273.66,25.4171
Peters Board,Board3,I,1,69237.57,26.0565
Peters Board,Board3,J,-1,68378.95,-25.6068
Peters Board,Board3,J,-0.975,68330.19,-24.9779
Peters Board,Board3,J,-0.95,68280.86,-24.3383
Peters Board,Board3,J,-0.925,68228.8,-23.6932
Peters Board,Board3,J,-0.9,68180.73,-23.0387
Peters Board,Board3,J,-0.875,68130.9,-22.4067
Peters Board,Board3,J,-0.85,68082.88,-21.7456
Peters Board,Board3,J,-0.825,68030.38,-21.0914
Peters Board,Board3,J,-0.8,67982.94,-20.4494
Peters Board,Board3,J,-0.775,67934.84,-19.8058
Peters Board,Board3,J,-0.75,67884.95,-19.1696
Peters Board,Board3,J,-0.725,67835.23,-18.5219
Peters Board,Board3,J,-0.7,67785.84,-17.8589
Peters Board,Board3,J,-0.675,67738.62,-17.225
Peters Board,Board3,J,-0.65,67691.13,-16.5829
Peters Board,Board3,J,-0.625,67641.7,-15.9319
Peters Board,Board3,J,-0.6,67595.79,-15.2788
Peters Board,Board3,J,-0.575,67543.72,-14.6408
Peters Board,Board3,J,-0.55,67495.95,-14.0081
Peters Board,Board3,J,-0.525,67452.23,-13.3746
Peters Board,Board3,J,-0.5,67401.66,-12.7161
Peters Board,Board3,J,-0.475,67349.59,-12.0737
Peters Board,Board3,J,-0.45,67299.95,-11.4153
Peters Board,Board3,J,-0.425,67249.41,-10.7776
Peters Board,Board3,J,-0.4,67201.59,-10.1297
Peters Board,Board3,J,-0.375,67153.62,-9.4751
Peters Board,Board3,J,-0.35,67106.93,-8.8325
Peters Board,Board3,J,-0.325,67053.54,-8.1788
Peters Board,Board3,J,-0.3,67008.13,-7.5386
Peters Board,Board3,J,-0.275,66955.67,-6.885
Peters Board,Board3,J,-0.25,66911.59,-6.2512
Peters Board,Board3,J,-0.225,66863.64,-5.6074
Peters Board,Board3,J,-0.2,66812.21,-4.961
Peters Board,Board3,J,-0.175,66769.45,-4.3205
Peters Board,Board3,J,-0.15,66722.45,-3.6906
Peters Board,Board3,J,-0.125,66671.2,-3.0391
Peters Board,Board3,J,-0.1,66626.57,-2.3933
Peters Board,Board3,J,-0.075,66578.16,-1.757
Peters Board,Board3,J,-0.0499999999999999,66528.73,-1.10437
Peters Board,Board3,J,-0.0249999999999999,66478.98,-0.46781
Peters Board,Board3,J,0,66434.79,0.18137
Peters Board,Board3,J,0.0249999999999999,66385.01,0.83794
Peters Board,Board3,J,0.0499999999999999,66337.93,1.48448
Peters Board,Board3,J,0.075,66291.07,2.12472
Peters Board,Board3,J,0.1,66243.99,2.78105
Peters Board,Board3,J,0.125,66197.37,3.25327
Peters Board,Board3,J,0.15,66148.93,4.0607
Peters Board,Board3,J,0.175,66101.7,4.7109
Peters Board,Board3,J,0.2,66052.09,5.3527
Peters Board,Board3,J,0.225,66005.05,5.9799
Peters Board,Board3,J,0.25,65958.77,6.6268
Peters Board,Board3,J,0.275,65913.73,7.2637
Peters Board,Board3,J,0.3,65869.3,7.8985
Peters Board,Board3,J,0.325,65821.21,8.5307
Peters Board,Board3,J,0.35,65775.56,9.1707
Peters Board,Board3,J,0.375,65730.34,9.8192
Peters Board,Board3,J,0.4,65684.19,10.4341
Peters Board,Board3,J,0.425,65635.34,11.0824
Peters Board,Board3,J,0.45,65591.1,11.7264
Peters Board,Board3,J,0.475,65544.84,12.3681
Peters Board,Board3,J,0.5,65499.71,12.9917
Peters Board,Board3,J,0.525,65453.3,13.6358
Peters Board,Board3,J,0.55,65409.24,14.2773
Peters Board,Board3,J,0.575,65362.52,14.9366
Peters Board,Board3,J,0.6,65318.21,15.5532
Peters Board,Board3,J,0.625,65272.76,16.1975
Peters Board,Board3,J,0.65,65226.76,16.8303
Peters Board,Board3,J,0.675,65180.64,17.4884
Peters Board,Board3,J,0.7,65134.76,18.1201
Peters Board,Board3,J,0.725,65089.03,18.7546
Peters Board,Board3,J,0.75,65045.93,19.3855
Peters Board,Board3,J,0.775,65001.77,20.0467
Peters Board,Board3,J,0.8,64956.76,20.6922
Peters Board,Board3,J,0.825,64912.58,21.3335
Peters Board,Board3,J,0.85,64867.03,21.9802
Peters Board,Board3,J,0.875,64823.7,22.6037
Peters Board,Board3,J,0.9,64778.98,23.2367
Peters Board,Board3,J,0.925,64735.61,23.8933
Peters Board,Board3,J,0.95,64689.24,24.5346
Peters Board,Board3,J,0.975,64646.57,25.194
Peters Board,Board3,J,1,64602.85,25.8094
Peters Board,Board3,K,-1,55527.68,-25.4648
Peters Board,Board3,K,-0.975,55462.3,-24.8174
Peters Board,Board3,K,-0.95,55397.38,-24.2038
Peters Board,Board3,K,-0.925,55330.18,-23.5504
Peters Board,Board3,K,-0.9,55264.42,-22.8683
Peters Board,Board3,K,-0.875,55199.17,-22.2448
Peters Board,Board3,K,-0.85,55132.87,-21.5902
Peters Board,Board3,K,-0.825,55067.46,-20.9403
Peters Board,Board3,K,-0.8,55001.14,-20.3272
Peters Board,Board3,K,-0.775,54937.16,-19.6464
Peters Board,Board3,K,-0.75,54871.79,-19.0055
Peters Board,Board3,K,-0.725,54806.4,-18.368
Peters Board,Board3,K,-0.7,54741.36,-17.7114
Peters Board,Board3,K,-0.675,54675.51,-17.0621
Peters Board,Board3,K,-0.65,54612.24,-16.4277
Peters Board,Board3,K,-0.625,54547.6,-15.7781
Peters Board,Board3,K,-0.6,54483.6,-15.1292
Peters Board,Board3,K,-0.575,54421.99,-14.4878
Peters Board,Board3,K,-0.55,54357.41,-13.8272
Peters Board,Board3,K,-0.525,54294.05,-13.1744
Peters Board,Board3,K,-0.5,54230.41,-12.5343
Peters Board,Board3,K,-0.475,54167.22,-11.8929
Peters Board,Board3,K,-0.45,54103.5,-11.2575
Peters Board,Board3,K,-0.425,54042.48,-10.6142
Peters Board,Board3,K,-0.4,53980.45,-9.952
Peters Board,Board3,K,-0.375,53915.94,-9.3071
Peters Board,Board3,K,-0.35,53852.38,-8.6568
Peters Board,Board3,K,-0.325,53791,-8.0007
Peters Board,Board3,K,-0.3,53727.53,-7.3937
Peters Board,Board3,K,-0.275,53665.78,-6.7393
Peters Board,Board3,K,-0.25,53603.37,-6.0731
Peters Board,Board3,K,-0.225,53540.64,-5.4487
Peters Board,Board3,K,-0.2,53477.27,-4.7823
Peters Board,Board3,K,-0.175,53413.91,-4.1248
Peters Board,Board3,K,-0.15,53351.85,-3.4899
Peters Board,Board3,K,-0.125,53290.6,-2.8572
Peters Board,Board3,K,-0.1,53227.9,-2.1928
Peters Board,Board3,K,-0.075,53167.46,-1.556
Peters Board,Board3,K,-0.0499999999999999,53105.53,-0.91697
Peters Board,Board3,K,-0.0249999999999999,53044.14,-0.27323
Peters Board,Board3,K,0,52983.73,0.38008
Peters Board,Board3,K,0.0249999999999999,52922.35,1.01913
Peters Board,Board3,K,0.0499999999999999,52861.5,1.66773
Peters Board,Board3,K,0.075,52801.15,2.31334
Peters Board,Board3,K,0.1,52741.36,2.95195
Peters Board,Board3,K,0.125,52683.27,3.04647
Peters Board,Board3,K,0.15,52621.77,4.2404
Peters Board,Board3,K,0.175,52561.69,4.882
Peters Board,Board3,K,0.2,52501.84,5.4973
Peters Board,Board3,K,0.225,52444.04,6.1165
Peters Board,Board3,K,0.25,52382.99,6.768
Peters Board,Board3,K,0.275,52325.66,7.3607
Peters Board,Board3,K,0.3,52266.52,7.9783
Peters Board,Board3,K,0.325,52206.39,8.5972
Peters Board,Board3,K,0.35,52148.04,9.2216
Peters Board,Board3,K,0.375,52088.56,9.8374
Peters Board,Board3,K,0.4,52027.95,10.4587
Peters Board,Board3,K,0.425,51970.29,11.089
Peters Board,Board3,K,0.45,51911.73,11.719
Peters Board,Board3,K,0.475,51842.99,12.338
Peters Board,Board3,K,0.5,51784.13,12.9763
Peters Board,Board3,K,0.525,51726.77,13.6094
Peters Board,Board3,K,0.55,51668.48,14.252
Peters Board,Board3,K,0.575,51611.11,14.8768
Peters Board,Board3,K,0.6,51551.33,15.5045
Peters Board,Board3,K,0.625,51495.07,16.1416
Peters Board,Board3,K,0.65,51436.05,16.7818
Peters Board,Board3,K,0.675,51379.76,17.3901
Peters Board,Board3,K,0.7,51321.35,18.0465
Peters Board,Board3,K,0.725,51263.29,18.6891
Peters Board,Board3,K,0.75,51206.54,19.3206
Peters Board,Board3,K,0.775,51150.59,19.95
Peters Board,Board3,K,0.8,51093.31,20.587
Peters Board,Board3,K,0.825,51036.8,21.2251
Peters Board,Board3,K,0.85,50978.96,21.8627
Peters Board,Board3,K,0.875,50922.05,22.5012
Peters Board,Board3,K,0.9,50867.14,23.1323
Peters Board,Board3,K,0.925,50811.16,23.8131
Peters Board,Board3,K,0.95,50755.57,24.4426
Peters Board,Board3,K,0.975,50699.1,25.0699
Peters Board,Board3,K,1,50643.47,25.7141
Peters Board,Board3,L,-1,67728.13,-25.5652
Peters Board,Board3,L,-0.975,67718.11,-24.9344
Peters Board,Board3,L,-0.95,67705.41,-24.2784
Peters Board,Board3,L,-0.925,67692.63,-23.6344
Peters Board,Board3,L,-0.9,67677.88,-22.9925
Peters Board,Board3,L,-0.875,67664.54,-22.3692
Peters Board,Board3,L,-0.85,67656.43,-21.7148
Peters Board,Board3,L,-0.825,67642.03,-21.0529
Peters Board,Board3,L,-0.8,67634.33,-20.4066
Peters Board,Board3,L,-0.775,67619.01,-19.7525
Peters Board,Board3,L,-0.75,67608.2,-19.1057
Peters Board,Board3,L,-0.725,67592.18,-18.454
Peters Board,Board3,L,-0.7,67556.38,-17.8311
Peters Board,Board3,L,-0.675,67567.92,-17.182
Peters Board,Board3,L,-0.65,67552.84,-16.5306
Peters Board,Board3,L,-0.625,67541.72,-15.8576
Peters Board,Board3,L,-0.6,67530.89,-15.2072
Peters Board,Board3,L,-0.575,67516.17,-14.5805
Peters Board,Board3,L,-0.55,67502.55,-13.9274
Peters Board,Board3,L,-0.525,67489.59,-13.2919
Peters Board,Board3,L,-0.5,67479.73,-12.6519
Peters Board,Board3,L,-0.475,67466.3,-12.0093
Peters Board,Board3,L,-0.45,67457.2,-11.3668
Peters Board,Board3,L,-0.425,67442.56,-10.7108
Peters Board,Board3,L,-0.4,67432.66,-10.0614
Peters Board,Board3,L,-0.375,67418.86,-9.4113
Peters Board,Board3,L,-0.35,67407.14,-8.7655
Peters Board,Board3,L,-0.325,67396.64,-8.1323
Peters Board,Board3,L,-0.3,67379.68,-7.4782
Peters Board,Board3,L,-0.275,67366.26,-6.8311
Peters Board,Board3,L,-0.25,67353.87,-6.1836
Peters Board,Board3,L,-0.225,67340.47,-5.5346
Peters Board,Board3,L,-0.2,67327.85,-4.8931
Peters Board,Board3,L,-0.175,67315.7,-4.265
Peters Board,Board3,L,-0.15,67296.73,-3.617
Peters Board,Board3,L,-0.125,67285.09,-2.9675
Peters Board,Board3,L,-0.1,67280.77,-2.3341
Peters Board,Board3,L,-0.075,67263.84,-1.7118
Peters Board,Board3,L,-0.0499999999999999,67251.23,-1.02354
Peters Board,Board3,L,-0.0249999999999999,67240.95,-0.39814
Peters Board,Board3,L,0,67228.36,0.26604
Peters Board,Board3,L,0.0249999999999999,67215.41,0.90969
Peters Board,Board3,L,0.0499999999999999,67204.27,1.55276
Peters Board,Board3,L,0.075,67193.57,2.18196
Peters Board,Board3,L,0.1,67178.18,2.82405
Peters Board,Board3,L,0.125,67165.57,3.47696
Peters Board,Board3,L,0.15,67151.73,4.1177
Peters Board,Board3,L,0.175,67138.93,4.7495
Peters Board,Board3,L,0.2,67128.75,5.3952
Peters Board,Board3,L,0.225,67115.15,6.0305
Peters Board,Board3,L,0.25,67108.29,6.6681
Peters Board,Board3,L,0.275,67095.08,7.2847
Peters Board,Board3,L,0.3,67057.43,7.8864
Peters Board,Board3,L,0.325,67044.55,8.5168
Peters Board,Board3,L,0.35,67054.39,9.1292
Peters Board,Board3,L,0.375,67040.11,9.7761
Peters Board,Board3,L,0.4,67028.01,10.4121
Peters Board,Board3,L,0.425,67022.52,11.058
Peters Board,Board3,L,0.45,67011.85,11.6919
Peters Board,Board3,L,0.475,66998.13,12.322
Peters Board,Board3,L,0.5,66982.31,12.9816
Peters Board,Board3,L,0.525,66974.8,13.6001
Peters Board,Board3,L,0.55,66961.84,14.2496
Peters Board,Board3,L,0.575,66950.73,14.8849
Peters Board,Board3,L,0.6,66934.05,15.5207
Peters Board,Board3,L,0.625,66926.55,16.1513
Peters Board,Board3,L,0.65,66912.3,16.8168
Peters Board,Board3,L,0.675,66899.53,17.4426
Peters Board,Board3,L,0.7,66883.58,18.1067
Peters Board,Board3,L,0.725,66868.02,18.7407
Peters Board,Board3,L,0.75,66855.73,19.383
Peters Board,Board3,L,0.775,66845,20.0213
Peters Board,Board3,L,0.8,66833.59,20.6713
Peters Board,Board3,L,0.825,66819.86,21.321
Peters Board,Board3,L,0.85,66805.38,21.9422
Peters Board,Board3,L,0.875,66794.62,22.5887
Peters Board,Board3,L,0.9,66782.9,23.2186
Peters Board,Board3,L,0.925,66770.05,23.8745
Peters Board,Board3,L,0.95,66756.31,24.5154
Peters Board,Board3,L,0.975,66744.9,25.1606
Peters Board,Board3,L,1,66731.45,25.812
Peters Board,Board4,A,-1,96228.04,-25.8722
Peters Board,Board4,A,-0.975,96186.97,-25.2221
Peters Board,Board4,A,-0.95,96148.26,-24.5931
Peters Board,Board4,A,-0.925,96107.23,-23.9305
Peters Board,Board4,A,-0.9,96071.7,-23.3027
Peters Board,Board4,A,-0.875,96030.48,-22.6466
Peters Board,Board4,A,-0.85,95994.2,-21.9978
Peters Board,Board4,A,-0.825,95950.23,-21.3552
Peters Board,Board4,A,-0.8,95912.52,-20.7056
Peters Board,Board4,A,-0.775,95876.52,-20.0651
Peters Board,Board4,A,-0.75,95837.41,-19.4069
Peters Board,Board4,A,-0.725,95796.36,-18.7796
Peters Board,Board4,A,-0.7,95756.63,-18.1303
Peters Board,Board4,A,-0.675,95714.19,-17.4695
Peters Board,Board4,A,-0.65,95679.73,-16.8277
Peters Board,Board4,A,-0.625,95638.98,-16.1819
Peters Board,Board4,A,-0.6,95601.91,-15.5256
Peters Board,Board4,A,-0.575,95561.52,-14.8883
Peters Board,Board4,A,-0.55,95526.46,-14.2363
Peters Board,Board4,A,-0.525,95484.17,-13.5837
Peters Board,Board4,A,-0.5,95445.84,-12.935
Peters Board,Board4,A,-0.475,95406.18,-12.2974
Peters Board,Board4,A,-0.45,95370.14,-11.648
Peters Board,Board4,A,-0.425,95327.95,-10.9982
Peters Board,Board4,A,-0.4,95288.2,-10.3541
Peters Board,Board4,A,-0.375,95249.51,-9.7024
Peters Board,Board4,A,-0.35,95210.55,-9.0575
Peters Board,Board4,A,-0.325,95172.92,-8.4141
Peters Board,Board4,A,-0.3,95132.09,-7.7597
Peters Board,Board4,A,-0.275,95097.28,-7.1328
Peters Board,Board4,A,-0.25,95056.05,-6.4804
Peters Board,Board4,A,-0.225,95017.3,-5.8212
Peters Board,Board4,A,-0.2,94978.66,-5.169
Peters Board,Board4,A,-0.175,94941.06,-4.5269
Peters Board,Board4,A,-0.15,94898.42,-3.8828
Peters Board,Board4,A,-0.125,94860.09,-3.2241
Peters Board,Board4,A,-0.1,94820.98,-2.5933
Peters Board,Board4,A,-0.075,94783.2,-1.9415
Peters Board,Board4,A,-0.0499999999999999,94742.7,-1.2911
Peters Board,Board4,A,-0.0249999999999999,94704.27,-0.65036
Peters Board,Board4,A,0,94664.2,0.00038
Peters Board,Board4,A,0.0249999999999999,94629.03,0.6463
Peters Board,Board4,A,0.0499999999999999,94593.97,1.29385
Peters Board,Board4,A,0.075,94548.44,1.96103
Peters Board,Board4,A,0.1,94513.88,2.58396
Peters Board,Board4,A,0.125,94478.54,3.21879
Peters Board,Board4,A,0.15,94440.76,3.8816
Peters Board,Board4,A,0.175,94402.43,4.5428
Peters Board,Board4,A,0.2,94363.1,5.1909
Peters Board,Board4,A,0.225,94324.99,5.8467
Peters Board,Board4,A,0.25,94281.2,6.5102
Peters Board,Board4,A,0.275,94246.37,7.1695
Peters Board,Board4,A,0.3,94212.09,7.8317
Peters Board,Board4,A,0.325,94172.6,8.4879
Peters Board,Board4,A,0.35,94134.53,9.1445
Peters Board,Board4,A,0.375,94096.28,9.8232
Peters Board,Board4,A,0.4,94058.27,10.4609
Peters Board,Board4,A,0.425,94021.34,11.137
Peters Board,Board4,A,0.45,93980.77,11.803
Peters Board,Board4,A,0.475,93940.65,12.4492
Peters Board,Board4,A,0.5,93903.45,13.1044
Peters Board,Board4,A,0.525,93862.21,13.7562
Peters Board,Board4,A,0.55,93828.34,14.4011
Peters Board,Board4,A,0.575,93794.34,15.0632
Peters Board,Board4,A,0.6,93758.63,15.7216
Peters Board,Board4,A,0.625,93719.95,16.3597
Peters Board,Board4,A,0.65,93684.02,17.0384
Peters Board,Board4,A,0.675,93643.73,17.6961
Peters Board,Board4,A,0.7,93605.91,18.3237
Peters Board,Board4,A,0.725,93568.15,18.9757
Peters Board,Board4,A,0.75,93530.68,19.6231
Peters Board,Board4,A,0.775,93495.32,20.268
Peters Board,Board4,A,0.8,93458.56,20.9055
Peters Board,Board4,A,0.825,93423.73,21.5711
Peters Board,Board4,A,0.85,93387.89,22.2067
Peters Board,Board4,A,0.875,93352.01,22.8816
Peters Board,Board4,A,0.9,93312.64,23.5158
Peters Board,Board4,A,0.925,93273.38,24.1707
Peters Board,Board4,A,0.95,93238.52,24.8115
Peters Board,Board4,A,0.975,93202.52,25.4764
Peters Board,Board4,A,1,93164.97,26.105
Peters Board,Board4,B,-1,95782.67,-25.9213
Peters Board,Board4,B,-0.975,95729.79,-25.2806
Peters Board,Board4,B,-0.95,95681.28,-24.6301
Peters Board,Board4,B,-0.925,95632.25,-23.9748
Peters Board,Board4,B,-0.9,95585.55,-23.3238
Peters Board,Board4,B,-0.875,95535.04,-22.6864
Peters Board,Board4,B,-0.85,95488.01,-22.0229
Peters Board,Board4,B,-0.825,95437.65,-21.3925
Peters Board,Board4,B,-0.8,95390.72,-20.7566
Peters Board,Board4,B,-0.775,95342.91,-20.1043
Peters Board,Board4,B,-0.75,95293.48,-19.4458
Peters Board,Board4,B,-0.725,95244.97,-18.8174
Peters Board,Board4,B,-0.7,95195.1,-18.1492
Peters Board,Board4,B,-0.675,95151.88,-17.507
Peters Board,Board4,B,-0.65,95101.48,-16.8574
Peters Board,Board4,B,-0.625,95056.76,-16.231
Peters Board,Board4,B,-0.6,95007.15,-15.5699
Peters Board,Board4,B,-0.575,94959.39,-14.9454
Peters Board,Board4,B,-0.55,94911.13,-14.2932
Peters Board,Board4,B,-0.525,94862.77,-13.6221
Peters Board,Board4,B,-0.5,94813.12,-12.9841
Peters Board,Board4,B,-0.475,94763.55,-12.3469
Peters Board,Board4,B,-0.45,94717.31,-11.7106
Peters Board,Board4,B,-0.425,94665.24,-11.0588
Peters Board,Board4,B,-0.4,94617.22,-10.4116
Peters Board,Board4,B,-0.375,94568.19,-9.758
Peters Board,Board4,B,-0.35,94521.63,-9.0945
Peters Board,Board4,B,-0.325,94473.38,-8.4527
Peters Board,Board4,B,-0.3,94424.81,-7.8142
Peters Board,Board4,B,-0.275,94379.7,-7.1578
Peters Board,Board4,B,-0.25,94323.84,-6.5164
Peters Board,Board4,B,-0.225,94277.36,-5.863
Peters Board,Board4,B,-0.2,94230.27,-5.227
Peters Board,Board4,B,-0.175,94183.61,-4.5628
Peters Board,Board4,B,-0.15,94136.61,-3.923
Peters Board,Board4,B,-0.125,94090.34,-3.2947
Peters Board,Board4,B,-0.1,94043.09,-2.6215
Peters Board,Board4,B,-0.075,93992.18,-1.9891
Peters Board,Board4,B,-0.0499999999999999,93943.7,-1.31231
Peters Board,Board4,B,-0.0249999999999999,93895.55,-0.67474
Peters Board,Board4,B,0,93843.13,-0.04294
Peters Board,Board4,B,0.0249999999999999,93802.98,0.61802
Peters Board,Board4,B,0.0499999999999999,93756.08,1.25833
Peters Board,Board4,B,0.075,93709.95,1.91281
Peters Board,Board4,B,0.1,93660.6,2.55543
Peters Board,Board4,B,0.125,93615.87,3.18067
Peters Board,Board4,B,0.15,93564.62,3.8545
Peters Board,Board4,B,0.175,93522.01,4.5166
Peters Board,Board4,B,0.2,93470.81,5.1853
Peters Board,Board4,B,0.225,93424.09,5.8399
Peters Board,Board4,B,0.25,93376.58,6.517
Peters Board,Board4,B,0.275,93330.44,7.1743
Peters Board,Board4,B,0.3,93280.02,7.8672
Peters Board,Board4,B,0.325,93228.13,8.5347
Peters Board,Board4,B,0.35,93184.2,9.2091
Peters Board,Board4,B,0.375,93138.22,9.8591
Peters Board,Board4,B,0.4,93092.66,10.524
Peters Board,Board4,B,0.425,93044.83,11.1849
Peters Board,Board4,B,0.45,93000.06,11.8542
Peters Board,Board4,B,0.475,92952.05,12.5105
Peters Board,Board4,B,0.5,92904.97,13.1568
Peters Board,Board4,B,0.525,92858.02,13.8019
Peters Board,Board4,B,0.55,92812.63,14.4575
Peters Board,Board4,B,0.575,92768.82,15.1136
Peters Board,Board4,B,0.6,92724.93,15.7589
Peters Board,Board4,B,0.625,92676.27,16.42
Peters Board,Board4,B,0.65,92630.97,17.0871
Peters Board,Board4,B,0.675,92584.33,17.724
Peters Board,Board4,B,0.7,92535.56,18.3612
Peters Board,Board4,B,0.725,92491.97,19.0091
Peters Board,Board4,B,0.75,92444.71,19.6611
Peters Board,Board4,B,0.775,92399.51,20.3144
Peters Board,Board4,B,0.8,92350.64,20.9631
Peters Board,Board4,B,0.825,92306.8,21.6335
Peters Board,Board4,B,0.85,92263.27,22.2863
Peters Board,Board4,B,0.875,92216.32,22.9098
Peters Board,Board4,B,0.9,92169.61,23.5702
Peters Board,Board4,B,0.925,92121.2,24.2092
Peters Board,Board4,B,0.95,92076.81,24.8427
Peters Board,Board4,B,0.975,92031.3,25.5054
Peters Board,Board4,B,1,91988.02,26.1743
Peters Board,Board4,C,-1,85983.6,-25.8618
Peters Board,Board4,C,-0.975,85928.55,-25.2289
Peters Board,Board4,C,-0.95,85868.97,-24.5827
Peters Board,Board4,C,-0.925,85809.55,-23.9321
Peters Board,Board4,C,-0.9,85754.26,-23.3028
Peters Board,Board4,C,-0.875,85696.09,-22.6296
Peters Board,Board4,C,-0.85,85636.23,-22.0041
Peters Board,Board4,C,-0.825,85577.64,-21.3382
Peters Board,Board4,C,-0.8,85520.71,-20.7085
Peters Board,Board4,C,-0.775,85464.16,-20.0661
Peters Board,Board4,C,-0.75,85406.7,-19.4129
Peters Board,Board4,C,-0.725,85349.38,-18.7712
Peters Board,Board4,C,-0.7,85295.51,-18.1382
Peters Board,Board4,C,-0.675,85236.58,-17.4636
Peters Board,Board4,C,-0.65,85181.38,-16.8457
Peters Board,Board4,C,-0.625,85123.94,-16.1947
Peters Board,Board4,C,-0.6,85067.46,-15.5557
Peters Board,Board4,C,-0.575,85009.13,-14.9014
Peters Board,Board4,C,-0.55,84950.09,-14.241
Peters Board,Board4,C,-0.525,84893.69,-13.6041
Peters Board,Board4,C,-0.5,84836.82,-12.9546
Peters Board,Board4,C,-0.475,84779.55,-12.3007
Peters Board,Board4,C,-0.45,84736.89,-11.6707
Peters Board,Board4,C,-0.425,84665.18,-11.0106
Peters Board,Board4,C,-0.4,84610.12,-10.3754
Peters Board,Board4,C,-0.375,84554.65,-9.7298
Peters Board,Board4,C,-0.35,84496.75,-9.0903
Peters Board,Board4,C,-0.325,84440.85,-8.4278
Peters Board,Board4,C,-0.3,84383.37,-7.7851
Peters Board,Board4,C,-0.275,84342.65,-7.141
Peters Board,Board4,C,-0.25,84266.46,-6.5108
Peters Board,Board4,C,-0.225,84214.04,-5.8523
Peters Board,Board4,C,-0.2,84159.31,-5.2142
Peters Board,Board4,C,-0.175,84102.6,-4.5512
Peters Board,Board4,C,-0.15,84044.24,-3.8975
Peters Board,Board4,C,-0.125,83987.84,-3.265
Peters Board,Board4,C,-0.1,83931.18,-2.6176
Peters Board,Board4,C,-0.075,83870.86,-1.9919
Peters Board,Board4,C,-0.0499999999999999,83816.99,-1.34061
Peters Board,Board4,C,-0.0249999999999999,83762.7,-0.67553
Peters Board,Board4,C,0,83716.96,-0.04432
Peters Board,Board4,C,0.0249999999999999,83648.97,0.61138
Peters Board,Board4,C,0.0499999999999999,83594.87,1.2578
Peters Board,Board4,C,0.075,83539.05,1.9049
Peters Board,Board4,C,0.1,83483.09,2.5688
Peters Board,Board4,C,0.125,83426.47,3.20312
Peters Board,Board4,C,0.15,83368.75,3.8393
Peters Board,Board4,C,0.175,83310.34,4.5224
Peters Board,Board4,C,0.2,83255.91,5.1839
Peters Board,Board4,C,0.225,83199.3,5.8332
Peters Board,Board4,C,0.25,83143.27,6.5007
Peters Board,Board4,C,0.275,83088.05,7.1744
Peters Board,Board4,C,0.3,83033.27,7.8642
Peters Board,Board4,C,0.325,82976.79,8.5442
Peters Board,Board4,C,0.35,82921.33,9.1966
Peters Board,Board4,C,0.375,82867.24,9.8602
Peters Board,Board4,C,0.4,82814.46,10.5382
Peters Board,Board4,C,0.425,82757.72,11.1863
Peters Board,Board4,C,0.45,82702.66,11.8328
Peters Board,Board4,C,0.475,82648.6,12.5002
Peters Board,Board4,C,0.5,82592.09,13.1588
Peters Board,Board4,C,0.525,82538.74,13.804
Peters Board,Board4,C,0.55,82484.67,14.4595
Peters Board,Board4,C,0.575,82431.48,15.1055
Peters Board,Board4,C,0.6,82376.51,15.755
Peters Board,Board4,C,0.625,82320.78,16.4018
Peters Board,Board4,C,0.65,82267.94,17.0419
Peters Board,Board4,C,0.675,82213.59,17.7154
Peters Board,Board4,C,0.7,82160.45,18.3519
Peters Board,Board4,C,0.725,82107.36,19.0091
Peters Board,Board4,C,0.75,82052.15,19.6416
Peters Board,Board4,C,0.775,81996.11,20.2998
Peters Board,Board4,C,0.8,81941.15,20.9538
Peters Board,Board4,C,0.825,81888.74,21.5879
Peters Board,Board4,C,0.85,81832.84,22.242
Peters Board,Board4,C,0.875,81780.01,22.8875
Peters Board,Board4,C,0.9,81725.73,23.5157
Peters Board,Board4,C,0.925,81672.63,24.194
Peters Board,Board4,C,0.95,81620.57,24.8222
Peters Board,Board4,C,0.975,81565.64,25.4733
Peters Board,Board4,C,1,81512.45,26.1377
Peters Board,Board4,D,-1,77287.45,-25.6488
Peters Board,Board4,D,-0.975,77224.45,-25.0151
Peters Board,Board4,D,-0.95,77158.69,-24.3631
Peters Board,Board4,D,-0.925,77090.2,-23.7175
Peters Board,Board4,D,-0.9,77022.58,-23.081
Peters Board,Board4,D,-0.875,76960.95,-22.429
Peters Board,Board4,D,-0.85,76891.23,-21.7824
Peters Board,Board4,D,-0.825,76825.51,-21.1509
Peters Board,Board4,D,-0.8,76759.27,-20.4909
Peters Board,Board4,D,-0.775,76694.57,-19.8425
Peters Board,Board4,D,-0.75,76629.05,-19.1955
Peters Board,Board4,D,-0.725,76564.2,-18.5544
Peters Board,Board4,D,-0.7,76500.39,-17.9038
Peters Board,Board4,D,-0.675,76434.17,-17.2512
Peters Board,Board4,D,-0.65,76373.3,-16.6291
Peters Board,Board4,D,-0.625,76308.9,-15.9654
