Dataset,Board,Sensor,Kepco_Current_A,Resistance_Ohms,Magnetic_Field_T
Hsin Tings Board,Board5,B,-0.0249999999999999,43403.61,-4.3871
Hsin Tings Board,Board5,B,0,43396.46,-3.6258
Hsin Tings Board,Board5,B,0.0249999999999999,43389.18,-2.872
Hsin Tings Board,Board5,B,0.0499999999999999,43381.86,-2.1232
Hsin Tings Board,Board5,B,0.075,43374.12,-1.432
Hsin Tings Board,Board5,B,0.1,43366.7,-0.56274
Hsin Tings Board,Board5,B,0.125,43359.7,0.33666
Hsin Tings Board,Board5,B,0.15,43352.65,1.13535
Hsin Tings Board,Board5,B,0.175,43343.8,2.24448
Hsin Tings Board,Board5,B,0.2,43337.99,3.03732
Hsin Tings Board,Board5,B,0.225,43329.66,4.071
Hsin Tings Board,Board5,B,0.25,43322.66,5.0033
Hsin Tings Board,Board5,B,0.275,43314.48,6.412
Hsin Tings Board,Board5,B,0.3,43307.64,8.0201
Hsin Tings Board,Board5,B,0.325,43300.83,9.5207
Hsin Tings Board,Board5,B,0.35,43293.23,10.7276
Hsin Tings Board,Board5,B,0.375,43285.88,11.7588
Hsin Tings Board,Board5,B,0.4,43278.68,12.6805
Hsin Tings Board,Board5,B,0.425,43271.57,13.6626
Hsin Tings Board,Board5,B,0.45,43264.31,14.5658
Hsin Tings Board,Board5,B,0.475,43256.87,15.5177
Hsin Tings Board,Board5,B,0.5,43249.73,16.3306
Hsin Tings Board,Board5,B,0.525,43242.06,17.2025
Hsin Tings Board,Board5,B,0.55,43234.25,18.0784
Hsin Tings Board,Board5,B,0.575,43228.57,18.8947
Hsin Tings Board,Board5,B,0.6,43221.36,19.7177
Hsin Tings Board,Board5,B,0.625,43214.41,20.5049
Hsin Tings Board,Board5,B,0.65,43206.58,21.331
Hsin Tings Board,Board5,B,0.675,43199.09,22.1328
Hsin Tings Board,Board5,B,0.7,43191.93,22.9331
Hsin Tings Board,Board5,B,0.725,43185.08,23.6978
Hsin Tings Board,Board5,B,0.75,43178.61,24.51
Hsin Tings Board,Board5,B,0.775,43171.81,25.2967
Hsin Tings Board,Board5,B,0.8,43164.32,26.0813
Hsin Tings Board,Board5,B,0.825,43156.89,26.8427
Hsin Tings Board,Board5,B,0.85,43149.85,27.5932
Hsin Tings Board,Board5,B,0.875,43142.72,28.3585
Hsin Tings Board,Board5,B,0.9,43136.45,29.161
Hsin Tings Board,Board5,B,0.925,43129.22,29.9267
Hsin Tings Board,Board5,B,0.95,43121.81,30.687
Hsin Tings Board,Board5,B,0.975,43115.23,31.467
Hsin Tings Board,Board5,B,1,43108.8,32.215
Hsin Tings Board,Board5,C,-1,46505.4,-24.9965
Hsin Tings Board,Board5,C,-0.975,46491.4,-24.3236
Hsin Tings Board,Board5,C,-0.95,46478.03,-23.6806
Hsin Tings Board,Board5,C,-0.925,46464.45,-23.0238
Hsin Tings Board,Board5,C,-0.9,46449.8,-22.3614
Hsin Tings Board,Board5,C,-0.875,46437.99,-21.694
Hsin Tings Board,Board5,C,-0.85,46426.4,-21.0361
Hsin Tings Board,Board5,C,-0.825,46412.61,-20.3666
Hsin Tings Board,Board5,C,-0.8,46397.4,-19.702
Hsin Tings Board,Board5,C,-0.775,46385.15,-19.0459
Hsin Tings Board,Board5,C,-0.75,46371.92,-18.373
Hsin Tings Board,Board5,C,-0.725,46358.16,-17.7266
Hsin Tings Board,Board5,C,-0.7,46346.15,-17.0573
Hsin Tings Board,Board5,C,-0.675,46331.31,-16.4037
Hsin Tings Board,Board5,C,-0.65,46317.02,-15.7384
Hsin Tings Board,Board5,C,-0.625,46304.41,-15.0877
Hsin Tings Board,Board5,C,-0.6,46291.4,-14.4194
Hsin Tings Board,Board5,C,-0.575,46277.91,-13.7574
Hsin Tings Board,Board5,C,-0.55,46264.44,-13.0944
Hsin Tings Board,Board5,C,-0.525,46250.99,-12.4484
Hsin Tings Board,Board5,C,-0.5,46236.81,-11.7731
Hsin Tings Board,Board5,C,-0.475,46224.81,-11.1166
Hsin Tings Board,Board5,C,-0.45,46210.92,-10.4504
Hsin Tings Board,Board5,C,-0.425,46197.05,-9.7847
Hsin Tings Board,Board5,C,-0.4,46183.25,-9.1205
Hsin Tings Board,Board5,C,-0.375,46169.12,-8.478
Hsin Tings Board,Board5,C,-0.35,46156.41,-7.8132
Hsin Tings Board,Board5,C,-0.325,46143.48,-7.156
Hsin Tings Board,Board5,C,-0.3,46130.41,-6.4932
Hsin Tings Board,Board5,C,-0.275,46117.04,-5.8466
Hsin Tings Board,Board5,C,-0.25,46103.5,-5.1772
Hsin Tings Board,Board5,C,-0.225,46090.73,-4.5096
Hsin Tings Board,Board5,C,-0.2,46076.8,-3.8738
Hsin Tings Board,Board5,C,-0.175,46063.65,-3.2003
Hsin Tings Board,Board5,C,-0.15,46050.11,-2.5417
Hsin Tings Board,Board5,C,-0.125,46036.88,-1.8956
Hsin Tings Board,Board5,C,-0.1,46023.03,-1.23936
Hsin Tings Board,Board5,C,-0.075,46010.34,-0.59862
Hsin Tings Board,Board5,C,-0.0499999999999999,45995.75,0.06929
Hsin Tings Board,Board5,C,-0.0249999999999999,45983.26,0.71115
Hsin Tings Board,Board5,C,0,45970.78,1.34196
Hsin Tings Board,Board5,C,0.0249999999999999,45957.3,2.02312
Hsin Tings Board,Board5,C,0.0499999999999999,45944.44,2.67958
Hsin Tings Board,Board5,C,0.075,45931.85,3.31234
Hsin Tings Board,Board5,C,0.1,45917.96,3.9816
Hsin Tings Board,Board5,C,0.125,45903.55,4.5731
Hsin Tings Board,Board5,C,0.15,45890.19,5.1876
Hsin Tings Board,Board5,C,0.175,45876.95,5.7536
Hsin Tings Board,Board5,C,0.2,45863.77,6.3146
Hsin Tings Board,Board5,C,0.225,45851.19,6.911
Hsin Tings Board,Board5,C,0.25,45837.63,7.534
Hsin Tings Board,Board5,C,0.275,45825.99,8.0521
Hsin Tings Board,Board5,C,0.3,45812.6,8.4126
Hsin Tings Board,Board5,C,0.325,45799.81,8.8126
Hsin Tings Board,Board5,C,0.35,45786.93,9.2804
Hsin Tings Board,Board5,C,0.375,45773.83,9.7922
Hsin Tings Board,Board5,C,0.4,45760.57,10.3523
Hsin Tings Board,Board5,C,0.425,45746.02,10.9502
Hsin Tings Board,Board5,C,0.45,45735.66,11.5636
Hsin Tings Board,Board5,C,0.475,45722.07,12.1695
Hsin Tings Board,Board5,C,0.5,45708.09,12.7695
Hsin Tings Board,Board5,C,0.525,45695.24,13.3753
Hsin Tings Board,Board5,C,0.55,45683.76,13.977
Hsin Tings Board,Board5,C,0.575,45669.69,14.6255
Hsin Tings Board,Board5,C,0.6,45655.92,15.2429
Hsin Tings Board,Board5,C,0.625,45644.41,15.8578
Hsin Tings Board,Board5,C,0.65,45631.23,16.5135
Hsin Tings Board,Board5,C,0.675,45618.85,17.1342
Hsin Tings Board,Board5,C,0.7,45605.79,17.7987
Hsin Tings Board,Board5,C,0.725,45591.97,18.4337
Hsin Tings Board,Board5,C,0.75,45579.94,19.0811
Hsin Tings Board,Board5,C,0.775,45566.09,19.698
Hsin Tings Board,Board5,C,0.8,45553.57,20.3541
Hsin Tings Board,Board5,C,0.825,45541.48,21.012
Hsin Tings Board,Board5,C,0.85,45528.66,21.6522
Hsin Tings Board,Board5,C,0.875,45514.65,22.3078
Hsin Tings Board,Board5,C,0.9,45501.79,22.9492
Hsin Tings Board,Board5,C,0.925,45489.03,23.6218
Hsin Tings Board,Board5,C,0.95,45475.71,24.2627
Hsin Tings Board,Board5,C,0.975,45462.82,24.9005
Hsin Tings Board,Board5,C,1,45450.06,25.5571
Hsin Tings Board,Board5,D,-1,52439.77,-25.1953
Hsin Tings Board,Board5,D,-0.975,52418.79,-24.5619
Hsin Tings Board,Board5,D,-0.95,52401.02,-23.9302
Hsin Tings Board,Board5,D,-0.925,52383.69,-23.2697
Hsin Tings Board,Board5,D,-0.9,52363.86,-22.6193
Hsin Tings Board,Board5,D,-0.875,52344.56,-21.9586
Hsin Tings Board,Board5,D,-0.85,52326.92,-21.3144
Hsin Tings Board,Board5,D,-0.825,52303.8,-20.6696
Hsin Tings Board,Board5,D,-0.8,52285.05,-20.014
Hsin Tings Board,Board5,D,-0.775,52266.1,-19.3676
Hsin Tings Board,Board5,D,-0.75,52247.05,-18.7221
Hsin Tings Board,Board5,D,-0.725,52226.59,-18.0819
Hsin Tings Board,Board5,D,-0.7,52207.3,-17.4241
Hsin Tings Board,Board5,D,-0.675,52189.41,-16.7607
Hsin Tings Board,Board5,D,-0.65,52169.87,-16.127
Hsin Tings Board,Board5,D,-0.625,52148.95,-15.4678
Hsin Tings Board,Board5,D,-0.6,52130.25,-14.8038
Hsin Tings Board,Board5,D,-0.575,52110.63,-14.1863
Hsin Tings Board,Board5,D,-0.55,52091.88,-13.5355
Hsin Tings Board,Board5,D,-0.525,52073.62,-12.8817
Hsin Tings Board,Board5,D,-0.5,52053.6,-12.2198
Hsin Tings Board,Board5,D,-0.475,52032.35,-11.5956
Hsin Tings Board,Board5,D,-0.45,52012.04,-10.9235
Hsin Tings Board,Board5,D,-0.425,51996.81,-10.2799
Hsin Tings Board,Board5,D,-0.4,51978.63,-9.6315
Hsin Tings Board,Board5,D,-0.375,51957.66,-8.9835
Hsin Tings Board,Board5,D,-0.35,51936.36,-8.3494
Hsin Tings Board,Board5,D,-0.325,51920.64,-7.6972
Hsin Tings Board,Board5,D,-0.3,51902.32,-7.0262
Hsin Tings Board,Board5,D,-0.275,51882.2,-6.3899
Hsin Tings Board,Board5,D,-0.25,51864.25,-5.7168
Hsin Tings Board,Board5,D,-0.225,51843.75,-5.0979
Hsin Tings Board,Board5,D,-0.2,51825.98,-4.4477
Hsin Tings Board,Board5,D,-0.175,51805.07,-3.7973
Hsin Tings Board,Board5,D,-0.15,51786.48,-3.169
Hsin Tings Board,Board5,D,-0.125,51767.55,-2.5067
Hsin Tings Board,Board5,D,-0.1,51748.97,-1.8784
Hsin Tings Board,Board5,D,-0.075,51728.84,-1.22122
Hsin Tings Board,Board5,D,-0.0499999999999999,51712.69,-0.57788
Hsin Tings Board,Board5,D,-0.0249999999999999,51692.07,0.05268
Hsin Tings Board,Board5,D,0,51671.14,0.69356
Hsin Tings Board,Board5,D,0.0249999999999999,51651.5,1.35979
Hsin Tings Board,Board5,D,0.0499999999999999,51635.09,1.98073
Hsin Tings Board,Board5,D,0.075,51616.21,2.62736
Hsin Tings Board,Board5,D,0.1,51597.06,3.24479
Hsin Tings Board,Board5,D,0.125,51577.94,3.8822
Hsin Tings Board,Board5,D,0.15,51558.84,4.5137
Hsin Tings Board,Board5,D,0.175,51541.58,5.0472
Hsin Tings Board,Board5,D,0.2,51523.29,5.6527
Hsin Tings Board,Board5,D,0.225,51502.52,6.2672
Hsin Tings Board,Board5,D,0.25,51484.41,6.8942
Hsin Tings Board,Board5,D,0.275,51467.42,7.3705
Hsin Tings Board,Board5,D,0.3,51451.46,7.9299
Hsin Tings Board,Board5,D,0.325,51433.59,8.496
Hsin Tings Board,Board5,D,0.35,51415.53,9.0521
Hsin Tings Board,Board5,D,0.375,51393.52,9.6881
Hsin Tings Board,Board5,D,0.4,51376.08,10.2843
Hsin Tings Board,Board5,D,0.425,51360.05,10.8983
Hsin Tings Board,Board5,D,0.45,51342.82,11.5408
Hsin Tings Board,Board5,D,0.475,51323.5,12.1817
Hsin Tings Board,Board5,D,0.5,51305.55,12.7961
Hsin Tings Board,Board5,D,0.525,51287.79,13.4248
Hsin Tings Board,Board5,D,0.55,51269.97,14.0668
Hsin Tings Board,Board5,D,0.575,51251.93,14.6792
Hsin Tings Board,Board5,D,0.6,51232.57,15.3276
Hsin Tings Board,Board5,D,0.625,51215.38,15.9899
Hsin Tings Board,Board5,D,0.65,51196.73,16.6126
Hsin Tings Board,Board5,D,0.675,51178.04,17.2572
Hsin Tings Board,Board5,D,0.7,51161.95,17.8992
Hsin Tings Board,Board5,D,0.725,51143.01,18.5402
Hsin Tings Board,Board5,D,0.75,51122.65,19.19
Hsin Tings Board,Board5,D,0.775,51105.72,19.8341
Hsin Tings Board,Board5,D,0.8,51088.05,20.4773
Hsin Tings Board,Board5,D,0.825,51070.5,21.1341
Hsin Tings Board,Board5,D,0.85,51052.55,21.7877
Hsin Tings Board,Board5,D,0.875,51032.84,22.4253
Hsin Tings Board,Board5,D,0.9,51016.76,23.0777
Hsin Tings Board,Board5,D,0.925,50998.27,23.7237
Hsin Tings Board,Board5,D,0.95,50981.53,24.3559
Hsin Tings Board,Board5,D,0.975,50963.01,25.0032
Hsin Tings Board,Board5,D,1,50944.4,25.656
Peters Board,Board1,A,-1,38592.92,-25.9063
Peters Board,Board1,A,-0.975,38588.96,-25.2473
Peters Board,Board1,A,-0.95,38586.55,-24.6044
Peters Board,Board1,A,-0.925,38581.59,-23.9561
Peters Board,Board1,A,-0.9,38578.09,-23.3053
Peters Board,Board1,A,-0.875,38575.29,-22.6595
Peters Board,Board1,A,-0.85,38571.63,-22.0093
Peters Board,Board1,A,-0.825,38568.38,-21.3877
Peters Board,Board1,A,-0.8,38565.31,-20.7319
Peters Board,Board1,A,-0.775,38561.42,-20.0671
Peters Board,Board1,A,-0.75,38556.88,-19.4362
Peters Board,Board1,A,-0.725,38554.38,-18.7652
Peters Board,Board1,A,-0.7,38550.96,-18.1356
Peters Board,Board1,A,-0.675,38546.76,-17.5023
Peters Board,Board1,A,-0.65,38543.1,-16.8315
Peters Board,Board1,A,-0.625,38537.74,-16.206
Peters Board,Board1,A,-0.6,38535.96,-15.5568
Peters Board,Board1,A,-0.575,38532.54,-14.8997
Peters Board,Board1,A,-0.55,38528.86,-14.2567
Peters Board,Board1,A,-0.525,38523.61,-13.5979
Peters Board,Board1,A,-0.5,38519.61,-12.9637
Peters Board,Board1,A,-0.475,38517.19,-12.2997
Peters Board,Board1,A,-0.45,38513.33,-11.6629
Peters Board,Board1,A,-0.425,38509.97,-11.0216
Peters Board,Board1,A,-0.4,38507.16,-10.3796
Peters Board,Board1,A,-0.375,38502.95,-9.723
Peters Board,Board1,A,-0.35,38499.35,-9.054
Peters Board,Board1,A,-0.325,38495.27,-8.4249
Peters Board,Board1,A,-0.3,38490.86,-7.782
Peters Board,Board1,A,-0.275,38488.33,-7.1302
Peters Board,Board1,A,-0.25,38484.83,-6.4865
Peters Board,Board1,A,-0.225,38481.67,-5.8301
Peters Board,Board1,A,-0.2,38477.97,-5.189
Peters Board,Board1,A,-0.175,38473.74,-4.5423
Peters Board,Board1,A,-0.15,38469.73,-3.8977
Peters Board,Board1,A,-0.125,38465.69,-3.2347
Peters Board,Board1,A,-0.1,38462.93,-2.5782
Peters Board,Board1,A,-0.075,38458.57,-1.9292
Peters Board,Board1,A,-0.0499999999999999,38454.8,-1.29976
Peters Board,Board1,A,-0.0249999999999999,38450.61,-0.65091
Peters Board,Board1,A,0,38447.09,0.00197
Peters Board,Board1,A,0.0249999999999999,38443.21,0.64903
Peters Board,Board1,A,0.0499999999999999,38439.64,1.30847
Peters Board,Board1,A,0.075,38435.43,1.93586
Peters Board,Board1,A,0.1,38432.36,2.58778
Peters Board,Board1,A,0.125,38429.07,3.23964
Peters Board,Board1,A,0.15,38425.16,3.9093
Peters Board,Board1,A,0.175,38421.45,4.5549
Peters Board,Board1,A,0.2,38418.05,5.2212
Peters Board,Board1,A,0.225,38413.96,5.8629
Peters Board,Board1,A,0.25,38409.59,6.5485
Peters Board,Board1,A,0.275,38405.27,7.2183
Peters Board,Board1,A,0.3,38401.55,7.9025
Peters Board,Board1,A,0.325,38398.75,8.552
Peters Board,Board1,A,0.35,38394.94,9.236
Peters Board,Board1,A,0.375,38390.61,9.8865
Peters Board,Board1,A,0.4,38386.95,10.5365
Peters Board,Board1,A,0.425,38382.64,11.1979
Peters Board,Board1,A,0.45,38378.8,11.8594
Peters Board,Board1,A,0.475,38375.98,12.5011
Peters Board,Board1,A,0.5,38372.47,13.152
Peters Board,Board1,A,0.525,38369.04,13.8253
Peters Board,Board1,A,0.55,38365.25,14.4699
Peters Board,Board1,A,0.575,38361.88,15.1232
Peters Board,Board1,A,0.6,38357.55,15.7737
Peters Board,Board1,A,0.625,38353.28,16.4086
Peters Board,Board1,A,0.65,38349.8,17.0676
Peters Board,Board1,A,0.675,38346.68,17.6971
Peters Board,Board1,A,0.7,38342.38,18.3577
Peters Board,Board1,A,0.725,38338.86,19.0264
Peters Board,Board1,A,0.75,38335.41,19.6526
Peters Board,Board1,A,0.775,38331.66,20.3097
Peters Board,Board1,A,0.8,38327.55,20.9616
Peters Board,Board1,A,0.825,38324.69,21.6094
Peters Board,Board1,A,0.85,38321.36,22.2707
Peters Board,Board1,A,0.875,38317.58,22.9003
Peters Board,Board1,A,0.9,38314.12,23.5633
Peters Board,Board1,A,0.925,38310.84,24.2207
Peters Board,Board1,A,0.95,38307.12,24.8521
Peters Board,Board1,A,0.975,38302.42,25.5066
Peters Board,Board1,A,1,38298.8,26.1603
Peters Board,Board1,B,-1,40670.05,-25.7263
Peters Board,Board1,B,-0.975,40665.45,-25.194
Peters Board,Board1,B,-0.95,40660.61,-24.56
Peters Board,Board1,B,-0.925,40654.65,-23.9095
Peters Board,Board1,B,-0.9,40648.82,-23.2559
Peters Board,Board1,B,-0.875,40642.44,-22.6021
Peters Board,Board1,B,-0.85,40637.34,-21.963
Peters Board,Board1,B,-0.825,40631.72,-21.324
Peters Board,Board1,B,-0.8,40625.74,-20.6775
Peters Board,Board1,B,-0.775,40618.86,-20.0131
Peters Board,Board1,B,-0.75,40612.29,-19.3846
Peters Board,Board1,B,-0.725,40607.77,-18.7306
Peters Board,Board1,B,-0.7,40601.57,-18.0912
Peters Board,Board1,B,-0.675,40595.79,-17.4211
Peters Board,Board1,B,-0.65,40590.23,-16.7961
Peters Board,Board1,B,-0.625,40583.42,-16.1216
Peters Board,Board1,B,-0.6,40577.91,-15.4903
Peters Board,Board1,B,-0.575,40572.17,-14.8572
Peters Board,Board1,B,-0.55,40565.45,-14.2046
Peters Board,Board1,B,-0.525,40560.16,-13.5663
Peters Board,Board1,B,-0.5,40553.54,-12.9122
Peters Board,Board1,B,-0.475,40548.18,-12.2634
Peters Board,Board1,B,-0.45,40542.05,-11.6118
Peters Board,Board1,B,-0.425,40536.26,-10.9659
Peters Board,Board1,B,-0.4,40530.22,-10.3293
Peters Board,Board1,B,-0.375,40524,-9.6736
Peters Board,Board1,B,-0.35,40519,-9.0362
Peters Board,Board1,B,-0.325,40512.3,-8.4004
Peters Board,Board1,B,-0.3,40506.38,-7.7315
Peters Board,Board1,B,-0.275,40501.41,-7.0864
Peters Board,Board1,B,-0.25,40494.75,-6.4302
Peters Board,Board1,B,-0.225,40490.16,-5.7733
Peters Board,Board1,B,-0.2,40483.8,-5.1374
Peters Board,Board1,B,-0.175,40477.77,-4.4998
Peters Board,Board1,B,-0.15,40471.93,-3.8576
Peters Board,Board1,B,-0.125,40465.31,-3.2062
Peters Board,Board1,B,-0.1,40460.32,-2.5645
Peters Board,Board1,B,-0.075,40454.14,-1.9496
Peters Board,Board1,B,-0.0499999999999999,40448.37,-1.26555
Peters Board,Board1,B,-0.0249999999999999,40442.61,-0.60746
Peters Board,Board1,B,0,40436.31,0.01126
Peters Board,Board1,B,0.0249999999999999,40429.95,0.68783
Peters Board,Board1,B,0.0499999999999999,40424.56,1.33168
Peters Board,Board1,B,0.075,40418.92,1.97729
Peters Board,Board1,B,0.1,40413.12,2.61049
Peters Board,Board1,B,0.125,40407.02,3.27263
Peters Board,Board1,B,0.15,40401.39,3.9262
Peters Board,Board1,B,0.175,40394.78,4.564
Peters Board,Board1,B,0.2,40389.43,5.2329
Peters Board,Board1,B,0.225,40383.81,5.8721
Peters Board,Board1,B,0.25,40377.67,6.5478
Peters Board,Board1,B,0.275,40371.35,7.2047
Peters Board,Board1,B,0.3,40365.87,7.8651
Peters Board,Board1,B,0.325,40358.42,8.5217
Peters Board,Board1,B,0.35,40352.83,9.1963
Peters Board,Board1,B,0.375,40347.21,9.8538
Peters Board,Board1,B,0.4,40341.68,10.5168
Peters Board,Board1,B,0.425,40334.21,11.1656
Peters Board,Board1,B,0.45,40329.48,11.8268
Peters Board,Board1,B,0.475,40323.95,12.4886
Peters Board,Board1,B,0.5,40318.07,13.1321
Peters Board,Board1,B,0.525,40311.86,13.7852
Peters Board,Board1,B,0.55,40305.92,14.4288
Peters Board,Board1,B,0.575,40300.71,15.0774
Peters Board,Board1,B,0.6,40296.1,15.7448
Peters Board,Board1,B,0.625,40289.66,16.3969
Peters Board,Board1,B,0.65,40284.13,17.0363
Peters Board,Board1,B,0.675,40277.77,17.6988
Peters Board,Board1,B,0.7,40272.36,18.3413
Peters Board,Board1,B,0.725,40267.15,18.9812
Peters Board,Board1,B,0.75,40261.16,19.6368
Peters Board,Board1,B,0.775,40254.88,20.273
Peters Board,Board1,B,0.8,40249.05,20.9266
Peters Board,Board1,B,0.825,40242.83,21.5733
Peters Board,Board1,B,0.85,40238.2,22.2144
Peters Board,Board1,B,0.875,40232.14,22.887
Peters Board,Board1,B,0.9,40226.8,23.5117
Peters Board,Board1,B,0.925,40221.6,24.1629
Peters Board,Board1,B,0.95,40215.45,24.8021
Peters Board,Board1,B,0.975,40209.23,25.4596
Peters Board,Board1,B,1,40203.93,26.1083
Peters Board,Board1,C,-1,43933.27,-18.7844
Peters Board,Board1,C,-0.975,43922.5,-25.1203
Peters Board,Board1,C,-0.95,43911.35,-24.4894
Peters Board,Board1,C,-0.925,43899.5,-23.8303
Peters Board,Board1,C,-0.9,43887.21,-23.181
Peters Board,Board1,C,-0.875,43875.46,-22.5384
Peters Board,Board1,C,-0.85,43864.76,-21.8857
Peters Board,Board1,C,-0.825,43851.54,-21.2378
Peters Board,Board1,C,-0.8,43839.66,-20.5962
Peters Board,Board1,C,-0.775,43828.56,-19.9459
Peters Board,Board1,C,-0.75,43816.8,-19.3031
Peters Board,Board1,C,-0.725,43805.33,-18.6725
Peters Board,Board1,C,-0.7,43793.71,-18.0124
Peters Board,Board1,C,-0.675,43781.35,-17.367
Peters Board,Board1,C,-0.65,43769.14,-16.7097
Peters Board,Board1,C,-0.625,43755.81,-16.0637
Peters Board,Board1,C,-0.6,43745.43,-15.4211
Peters Board,Board1,C,-0.575,43731.97,-14.7857
Peters Board,Board1,C,-0.55,43720.16,-14.1503
Peters Board,Board1,C,-0.525,43708.17,-13.4914
Peters Board,Board1,C,-0.5,43696.4,-12.8493
Peters Board,Board1,C,-0.475,43685.15,-12.1995
Peters Board,Board1,C,-0.45,43674.2,-11.532
Peters Board,Board1,C,-0.425,43661.51,-10.8965
Peters Board,Board1,C,-0.4,43649.36,-10.2525
Peters Board,Board1,C,-0.375,43636.05,-9.604
Peters Board,Board1,C,-0.35,43623.21,-8.9666
Peters Board,Board1,C,-0.325,43613.63,-8.3202
Peters Board,Board1,C,-0.3,43602.31,-7.687
Peters Board,Board1,C,-0.275,43590.04,-7.0422
Peters Board,Board1,C,-0.25,43578.86,-6.3836
Peters Board,Board1,C,-0.225,43566.38,-5.7441
Peters Board,Board1,C,-0.2,43552.97,-5.0943
Peters Board,Board1,C,-0.175,43542.77,-4.4317
Peters Board,Board1,C,-0.15,43530.95,-3.8026
Peters Board,Board1,C,-0.125,43519.05,-3.1762
Peters Board,Board1,C,-0.1,43507.65,-2.495
Peters Board,Board1,C,-0.075,43494.61,-1.8606
Peters Board,Board1,C,-0.0499999999999999,43482.51,-1.21049
Peters Board,Board1,C,-0.0249999999999999,43470.08,-0.56008
Peters Board,Board1,C,0,43457.32,0.06879
Peters Board,Board1,C,0.0249999999999999,43446.87,0.72433
Peters Board,Board1,C,0.0499999999999999,43433.66,1.37017
Peters Board,Board1,C,0.075,43423.86,2.0113
Peters Board,Board1,C,0.1,43410.17,2.65994
Peters Board,Board1,C,0.125,43400.14,3.2342
Peters Board,Board1,C,0.15,43387.39,3.9639
Peters Board,Board1,C,0.175,43375.58,4.6054
Peters Board,Board1,C,0.2,43362.8,5.2611
Peters Board,Board1,C,0.225,43351.58,5.9178
Peters Board,Board1,C,0.25,43339.98,6.5651
Peters Board,Board1,C,0.275,43328,7.234
Peters Board,Board1,C,0.3,43316.52,7.9034
Peters Board,Board1,C,0.325,43304.18,8.5518
Peters Board,Board1,C,0.35,43291.27,9.2194
Peters Board,Board1,C,0.375,43280.39,9.8615
Peters Board,Board1,C,0.4,43269.13,10.5337
Peters Board,Board1,C,0.425,43256.94,11.1679
Peters Board,Board1,C,0.45,43245.07,11.8086
Peters Board,Board1,C,0.475,43233.82,12.4601
Peters Board,Board1,C,0.5,43220.02,13.1107
Peters Board,Board1,C,0.525,43210.11,13.7496
Peters Board,Board1,C,0.55,43199.23,14.419
Peters Board,Board1,C,0.575,43185.92,15.049
Peters Board,Board1,C,0.6,43175.06,15.7033
Peters Board,Board1,C,0.625,43163.98,16.3535
Peters Board,Board1,C,0.65,43152.44,17.0028
Peters Board,Board1,C,0.675,43140.65,17.6347
Peters Board,Board1,C,0.7,43129.16,18.2802
Peters Board,Board1,C,0.725,43119.23,18.9253
Peters Board,Board1,C,0.75,43107.87,19.5795
Peters Board,Board1,C,0.775,43095.72,20.2538
Peters Board,Board1,C,0.8,43084.62,20.8821
Peters Board,Board1,C,0.825,43073.21,21.5294
Peters Board,Board1,C,0.85,43062.16,22.1884
Peters Board,Board1,C,0.875,43050.24,22.8239
Peters Board,Board1,C,0.9,43039.55,23.4542
Peters Board,Board1,C,0.925,43027.4,24.1125
Peters Board,Board1,C,0.95,43014.28,24.7478
Peters Board,Board1,C,0.975,43003.96,25.4025
Peters Board,Board1,C,1,42990.82,26.0548
Peters Board,Board1,D,-1,45647.26,-25.5489
Peters Board,Board1,D,-0.975,45629.06,-25.0131
Peters Board,Board1,D,-0.95,45610.21,-24.3537
Peters Board,Board1,D,-0.925,45592.68,-23.7218
Peters Board,Board1,D,-0.9,45574.75,-23.0652
Peters Board,Board1,D,-0.875,45554.84,-22.4489
Peters Board,Board1,D,-0.85,45537.71,-21.7747
Peters Board,Board1,D,-0.825,45519.36,-21.121
Peters Board,Board1,D,-0.8,45499.04,-20.499
Peters Board,Board1,D,-0.775,45479.13,-19.8378
Peters Board,Board1,D,-0.75,45459.79,-19.1906
Peters Board,Board1,D,-0.725,45441.39,-18.5456
Peters Board,Board1,D,-0.7,45422.71,-17.9131
Peters Board,Board1,D,-0.675,45403.68,-17.2515
Peters Board,Board1,D,-0.65,45386.47,-16.6152
Peters Board,Board1,D,-0.625,45366.9,-15.9638
Peters Board,Board1,D,-0.6,45348.21,-15.3351
Peters Board,Board1,D,-0.575,45328.92,-14.6778
Peters Board,Board1,D,-0.55,45311.78,-14.03
Peters Board,Board1,D,-0.525,45293.4,-13.3858
Peters Board,Board1,D,-0.5,45273.93,-12.7407
Peters Board,Board1,D,-0.475,45254.73,-12.0895
Peters Board,Board1,D,-0.45,45237.26,-11.446
Peters Board,Board1,D,-0.425,45216.61,-10.7961
Peters Board,Board1,D,-0.4,45197.87,-10.1686
Peters Board,Board1,D,-0.375,45179.7,-9.517
Peters Board,Board1,D,-0.35,45161.27,-8.8616
Peters Board,Board1,D,-0.325,45143.67,-8.2118
Peters Board,Board1,D,-0.3,45124.92,-7.5684
Peters Board,Board1,D,-0.275,45105.12,-6.9264
Peters Board,Board1,D,-0.25,45088.03,-6.2796
Peters Board,Board1,D,-0.225,45069.62,-5.6456
Peters Board,Board1,D,-0.2,45050.48,-4.9996
Peters Board,Board1,D,-0.175,45032.42,-4.3644
Peters Board,Board1,D,-0.15,45012.88,-3.7122
Peters Board,Board1,D,-0.125,44994.75,-3.044
Peters Board,Board1,D,-0.1,44975.85,-2.4041
Peters Board,Board1,D,-0.075,44957.71,-1.8345
Peters Board,Board1,D,-0.0499999999999999,44939.39,-1.12304
